"Tropical load line";"Linia de încărcare tropicală.  Linie ce este marcată pe corpul navei la cuplul maestru în ambele borduri și care corespunde adâncimii maxime până la care poate fi imersat corpul navei atunci când nava se află în zonă tropicală. Linia se marchează cu T (de la “tropical”).  Vezi și “load line zone”."
"Tropical timber freeboard";"Bordul liber al unei nave încărcate cu cherestea pentru zona tropicală. Distanța măsurată pe verticală, la cuplul maestru, între linia punții continue și etanșe și linia de încărcare pentru cherestea când nava se află în zona tropicală . Vezi de asemeni „freeboard” și „load line zone”. "
"Tropical timber load line";"Linia de încărcare cherestea pentru zona tropicală.  Linie ce este marcată pe corpul navei la cuplul maestru în ambele borduri și care corespunde adâncimii maxime până la care poate fi imersat corpul navei atunci când nava este încărcată cu cherestea și se află în zonă tropicală. Linia se marchează cu LT (de la “lumber, tropical”).  Vezi și “load line zone”."
"Tropical zone";"Zona tropicală. Una din zonele geografice definite prin Conferința Internațională asupra Liniilor de Încărcare. În această zonă corpul unei nave poate fi imersat doar până la linia de încărcare corespondentă . "
"T.t.";"Telegraphic transfer. Transfer (de bani) telegrafic."
"Tug";"Remorcher. Navă de dimnesiuni relativ mici dar dotată cu motoare puternice, folosită la manevra (prin tragere sau împingere) navelor în bazinul portuar sau pentru împingerea sau tractarea unor convoaie de barje. Remorcherele pot fi folosite și pentru remorcarea până la poziție a platofrmelor de foraj maritim sau pentru remorcarea altor tipuri de corpuri plutitoare nepropulsate.  Mai pot fi folosite ca nave de aprovizionare pentru platformele maritime de foraj ș.a.m.d. Funcție de scopul pentru care au fost construite, remorcherele pot fi de dimen-siuni mici, mijlocii și mari, având propulsie corespunzătoare. Din punct de vedere al destinației pot fi remorchere fluviale, maritime și oceani-ce."
"Tugmaster";"Cap tractor (de tracțiune). Vehicul autopropulsat folosit pentru remor-carea trailerelor de diferite tipuri. În porturi poate fi folosit pentru re-morcarea trailerelor ce se încarcă sau descarcă pe o navă tip Ro-Ro sau pentru transportul trailerelor de la cheu spre depozite sau spre interior (inland) precum și invers"
"Turn (a ship) round (to)";"Termenul descrie perioada începând cu sosirea navei într-un port, continuându-se cu încărcarea sau descărcarea acesteia și încheindu-se cu  plecarea din acel port. Se folosește în legătură cu timpul necesar pentru a se efectua acest ciclu și este de multe ori utilizat de agentul navei pentru a informa durata estimată de escală a navei (turn round time).   "
"Turn time";"Timp de așteptare (a rândului). Durata de timp cât nava așteaptă o dană operativă."
;
"Turnbuckle";"Întinzător. Dispozitiv format dintr-o piesă centrală prevăzută în capete cu găuri filetate, o gaură având filetul pas dreapta iar cealaltă filet pas stânga. Prin fiecare din cele două găuri trece câte o tijă (având același filet) prevăzută la capăt cu un ochet sau cu un cârlig. Cârligele (sau ocheții) se prind la capetele sărmei ce urmează a fi întinsă. Apoi, prin răsucirea piesei centrale într-un sens, tijele filetate se vor apropia, asigurând întinderea sârmei. Întinzătorul se folosește pentru amararea diverselor mărfuri transportate sau pentru întinderea sarturilor unui catarg etc "
"Tween deck";"Punte intermediară. Punte ce împarte în două , pe verticală, magazia unei nave, spațiile rezultate fiind denumite “upper hold” (magazia superioară) și “lower hold” (magazia inferioară). Prin împărțirea magaziei se obțin două nivele pentru stivuirea mărfii astfel încât să se poată evita avarierea mărfii prin comprimare datorată supra-stivuirii (overstowage) și totodată asigurând un acces mai ușor la marfă."
"Tween deck ship or tween decker";"Navă cu punte intermediară. Tip popular de navă destinat mărfurilor generale, având magaziile divizate pe verticală de una sau mai multe punți intermediare (tween decks). In limbajul folosit de navigatorii români acest tip de navă este cunoscut sub numele generic de “cargou”. Nivelele create prin divizare pe înălțime a magaziilor permit transportul unei game variate de mărfuri și de asemeni facilitează repartizarea mărfii în mod corespunzător (marfa mai grea în magazia inferioară iar cea mai ușoară în magazia superioară) criteriilor de stabilitate. Gurile de acces ale punților intermediare, la fel ca și deschiderile din puntea principală ale gurilor de magazie,  sunt dotate cu capace hidraulice. La navele mai vechi pot fi acoperite cu minginii și bocaporți. Capacele acționate hidraulic sunt de regulă netede, fără denivelări, pentru a facilita stivuirea și eventual deplasarea autostivuitoarelor folosite la încărcare sau descărcare. "
"Twenty foot equivalent unit";"Unitate echivalentă cu douăzeci de picioare. Unitate de măsură folosită pentru descrierea capacității de transport a navelor port-container și fiind echivalentul dimensiunilor unui container de 20 picioare. Se abreviază ca t.e.u. Un container de 40 picioare este egal ca dimensiune cu două t.e.u.-ri. Această unitate poate fi folosită pentru a descrie numărul de containere pentru un voiaj anume sau pe o anumită perioadă de timp sau poate fi baza de calcul pentru navlu."
"Twin hatch vessel";"Navă cu magazii pereche. Tip de navă destinată transportului de mărfuri uscate, având magaziile de marfă divizate în două în sens longitudinal. Acest tip de divizare a magaziilor permite ca marfa să fie stivuită mai aproape de bordajul navei reducând manipularea adițională la minim."
;
;
;
;
"Twist lock";"Închizător cu camă. Dispozitiv ce se introduce în piesele de colț ale unui container și prin răsucire rigidizează containerul cu rama de ridi-care. Închizătorul cu camă se folosește și pentru asigurarea (prinderea) containerelor între ele de la un nivel la urmatorul.  "
"Two way pallet";"Palet bidirecțional. Tip de palet la care furcile autostivuitorului folosit la manipulare pot fi introduse din două părți opuse. Vezi de asemeni și “pallet”, “one-way pallet” și “fourway pallet”."
"U";
"U";"Uniform – În Codul Internațional de Semnale (International Code of Signals) are semnificația: Vă îndreptați către un pericol."
"U.b.c.";"Universal bulk carrier. Vrachier universal."
"U.l.c.c.";"Ultra large crude carrier. Navă transport țiței de dimensiuni extrem de mari. "
"Ullage";"Ulaj. Reprezintă dimensiunea de la suprafața mărfii lichide și până la punctul oficial de măsurare al ulajului. Cu valoarea ulajului măsurat se intră în tablele de ulaj și se află volumul brut de marfă din tancul respectiv. "
"Ullaging";"Măsurarea ulajelor. Operațiunea de determinare a ulajelor, operațiune ce se execută cu ajutorul unei benzi de măsurare."
;
"Ultra large crude carrier";"Navă transport țiței de dimensiuni extrem de mari. Este gigantul clasei de nave ce transportă țiței. Ca mărime poate avea  capacitate situată între 350000 până la peste jumătate de milion de tone. Termenul este utilizat mai mult în forma abreviată, u.l.c.c."
"Umpire";"Arbitru judecător/decident. Persoană care decide rezultatul unei dis-pute ce a făcut subiectul unui arbitraj ce a implicat doi arbitrii și care nu au reușit să găsească o soluție acceptată de ambele părți. "
"Uncelan bill of lading";"Conosament “murdar”. Este un conosament una sau mai multe remărci privind defecte ale mărfii încărcate sau ale ambalajelor acesteia, așa cum au fost observate la momentul încărcării în navă. Un astfel de conosament nu este acceptat drept garanție bancară, motiv pentru care în general navlositorul va cere navei să nu facă remărci pe conosament în schimbul unei scrisori de garanție (LOI – Letter of Indemnity) prin care armatorul este exonerat de orice răspundere pri-vind marfa încărcată și găsită cu defecte. În funcție de relația comer-cială dintre navlositor și cărăuș, acesta din urmă poate accepta scrisoare de garanție sau nu. Pentru “unclean” se pot folosi și “foul” sau “dirty”, cuvinte al căror înțeles este similar."
"Uncontainerable cargo  or  uncontainerisable cargo.";"Marfă necontainerizabilă. Marfă care datorită dimensiunilor nu poate fi încărcată într-un singur container de navigație. Pe rute de transport exclusiv containerizat, o astfel de marfă poate fi uneori încărcată pe două sau mai multe platforme sau în containere deschise. Marfa mai poate fi considerată ca necontainerizabilă atunci când are greutatea prea mare pentru un singur container, caz în care există posibilitatea de a fi încărcată direct pe punte. Termenul se abreviază ca uncon."
"U.N.C.T.A.D.";"United Nations Conference on Trade and Development. Conferința Națiunilor Unite pentru Comerț și Dezvoltare. Este o agenție a Organi-zației Națiunilor Unite a cărei activitate în domeniul transportului mari-tim include codul transporturilor de linie (cod ce implică participarea liniilor de navigație la transportul mărfii din țările importatoare, exportatoare și celelalte țări în proporția 40 / 40  / 20)"
"Under deck shipment";"Marfă transportată sub punte. Este practiv transportul obișnuit al mărfurilor în magaziile navei și nu pe punte. Prin transportul în magaziile navei, marfa este protejată de acțiunea elementelor naturii (ploaie, valuri etc). Transportul mărfii “sub punte” este adesea o cerin-ță a cumpărătorilor mărfii, mai ales când plata se face prin scrisoare de credit."
"Under-consumption";"Sub-consum. Cantitate de combustibil, folosit zilnic pentru o perioadă de timp, și care este mai mică decât consumul așteptat sau agreeat. "
"Underkeel clearance";"Toleranța sub chilă. Distanța minimă (impusă de către unele autorități sau pe plan intern în cadrul unei companii de navigație) dintre chila navei și fundul apei în diverse situații. Această distanță trebuie respectată datorită posibilității ca în zona respectivă să existe pericole ce nu pot fi văzute sau datorită modificării adâncimilor datorită shimbărilor climatice. Termenul mai poate fi întâlnit și sub forma “keel clearance” "
